actor_episodes,actor_steps,delta_dist,delta_dist_10,delta_dist_100,delta_dist_1000,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,final_dist_10,final_dist_100,final_dist_1000,init_dist,init_dist_10,init_dist_100,init_dist_1000,min_dist,min_dist_10,min_dist_100,min_dist_1000,steps_per_second,success,success_1000
3031,454650,0.36039475,-0.0822974,-0.025844615,0.002932852,150,0.0,10314,1547100,0.31417444,0.76982987,0.7164572,0.68474233,0.6745692,0.68753254,0.69061273,0.6876751,0.31417444,0.2994349,0.32311073,0.32454824,22.439644193172253,0.0,0.0
3039,455850,-0.9675134,-0.23899809,-0.040328797,0.0014475898,150,0.0,10339,1550850,1.6499839,0.9246191,0.7307546,0.6861576,0.6824705,0.685621,0.6904258,0.6876052,0.31083724,0.3231489,0.32396352,0.32446632,22.588752715139314,0.0,0.0
3047,457050,0.3754721,-0.09587121,-0.058710624,0.0033718133,150,0.0,10365,1554750,0.31122866,0.78792506,0.7496384,0.6843242,0.68670076,0.6920539,0.6909278,0.68769604,0.31122866,0.3296004,0.32538277,0.32441932,20.772564531430863,0.0,0.0
3055,458250,-0.865178,-0.22772852,-0.07772073,0.0023184852,150,0.0,10389,1558350,1.5446682,0.9105779,0.76753527,0.685316,0.6794902,0.6828494,0.68981445,0.6876345,0.33361796,0.33375844,0.32708132,0.32456556,22.465157962069735,0.0,0.0
3063,459450,0.382805,-0.06334298,-0.09189139,0.0011758618,150,0.0,10412,1561800,0.35432756,0.75054795,0.7820674,0.68645585,0.73713255,0.68720496,0.690176,0.6876317,0.31170243,0.31121618,0.32538635,0.32441497,22.21964642279026,0.0,0.0
3071,460650,0.2101104,0.08822825,-0.0616482,0.00012703943,150,0.0,10435,1565250,0.47461322,0.6057475,0.75167596,0.68762356,0.6847236,0.6939757,0.6900278,0.68775064,0.32401884,0.32551256,0.3262765,0.32450306,20.92245475136258,0.0,0.0
3079,461850,0.29297182,-0.20976873,-0.039784443,-0.002374684,150,0.0,10458,1568700,0.39532408,0.8989235,0.72999525,0.6901482,0.6882959,0.6891548,0.6902109,0.68777347,0.31622735,0.33139223,0.32468882,0.32452336,20.873505670987786,0.0,0.0
3087,463050,0.16788185,-0.052649178,-0.046609372,-0.0031348066,150,0.0,10482,1572300,0.5130064,0.74519193,0.7366388,0.6909949,0.68088824,0.6925428,0.6900294,0.68786013,0.34108555,0.3218681,0.32333174,0.3245835,20.322954238808705,0.0,0.0
3095,464250,0.33193254,-0.12305728,-0.061613325,-0.003267137,150,0.0,10506,1575900,0.34289157,0.8111394,0.75048643,0.6911229,0.6748241,0.6880821,0.68887323,0.6878557,0.29741776,0.32642287,0.32115328,0.32463714,22.84755149269111,0.0,0.0
3103,465450,-0.50972354,0.019951547,-0.07536911,-0.0027028827,150,0.0,10528,1579200,1.2010837,0.66804826,0.76422536,0.69059056,0.6913601,0.68799984,0.6888562,0.68788767,0.3199294,0.33187574,0.32469192,0.32478607,20.71848104727344,0.0,0.0
3111,466650,-0.56148976,-0.15492119,-0.07536295,-0.0020700702,150,0.0,10552,1582800,1.2550864,0.8406714,0.7639057,0.68993944,0.69359666,0.6857502,0.6885428,0.68786937,0.30802727,0.3246613,0.3236209,0.3245956,22.566452956695887,0.0,0.0
3119,467850,0.36612275,0.04649082,-0.09364216,-0.0006514206,150,0.0,10576,1586400,0.31567183,0.6371108,0.7816674,0.6884993,0.6817946,0.6836017,0.68802524,0.68784785,0.30650833,0.32328343,0.32447216,0.32449073,20.693415668585697,0.0,0.0
3127,469050,0.3708889,-0.08642688,-0.09162753,-0.0017118468,150,0.0,10596,1589400,0.3094815,0.7728373,0.77985513,0.68958217,0.6803704,0.6864104,0.6882277,0.6878703,0.30767405,0.32386643,0.32595527,0.32435265,21.208330092985264,0.0,0.0
3135,470250,0.33529168,0.13418202,-0.074910395,-0.0007614226,150,0.0,10619,1592850,0.36079443,0.54953945,0.7626718,0.68863726,0.6960861,0.6837215,0.6877615,0.68787587,0.34619153,0.3227359,0.32612652,0.32436892,22.650787470943317,0.0,0.0
3143,471450,-0.15377039,0.08238433,-0.040623106,0.0013054304,150,0.0,10642,1596300,0.84930205,0.6066748,0.7282584,0.68659633,0.69553167,0.6890592,0.68763524,0.68790174,0.3101931,0.34030378,0.32681912,0.32436684,22.442368119978457,0.0,0.0
3151,472650,-0.17860633,-0.12317379,-0.03804491,0.0007955647,150,0.0,10669,1600350,0.8550707,0.813406,0.726496,0.6871167,0.6764644,0.69023216,0.688451,0.6879122,0.32167235,0.33108014,0.32697025,0.32453445,20.523683645143926,0.0,0.0
3158,473700,-1.1866144,-0.03416615,-0.027697816,-0.0008441086,150,0.0,10692,1603800,1.8736686,0.71982116,0.71601504,0.6887075,0.68705416,0.685655,0.68831724,0.68786335,0.3717386,0.32270208,0.3261425,0.32460535,23.631370133623065,0.0,0.0
3166,474900,-0.26651376,0.0017608196,-0.03394536,-0.0006117916,150,0.0,10718,1607700,0.95867777,0.6912142,0.7224056,0.68855816,0.692164,0.692975,0.6884604,0.6879464,0.25009015,0.32826734,0.32821655,0.32469243,20.95246652535739,0.0,0.0
3174,476100,-0.81671655,-0.08204534,-0.051309653,-0.0013995352,150,0.0,10741,1611150,1.4988126,0.7711693,0.7398117,0.6893483,0.682096,0.689124,0.68850213,0.68794876,0.3582343,0.31236434,0.32636052,0.3246849,22.88894192429261,0.0,0.0
3182,477300,0.120737076,0.042472277,-0.021975512,-3.5928726e-05,150,0.0,10765,1614750,0.5896771,0.64560515,0.70979387,0.68797433,0.7104142,0.6880774,0.68781847,0.68793833,0.3130152,0.2714384,0.32098043,0.32409984,22.420385070980267,0.0,0.0
3190,478500,-0.65749204,-0.15736213,-0.027142718,-0.0019464083,150,0.0,10787,1618050,1.3394192,0.8478171,0.7154316,0.6898785,0.6819272,0.690455,0.6882889,0.68793213,0.30452934,0.31451938,0.3211797,0.32406953,25.044924136815865,0.0,0.0
3198,479700,0.37303948,0.030219698,-0.014623689,0.000548728,150,0.0,10809,1621350,0.3194087,0.65774494,0.7027635,0.68743294,0.6924482,0.6879646,0.68813986,0.68798167,0.3194087,0.32181484,0.3214901,0.3240247,22.585803408475197,0.0,0.0
3206,480900,0.15263301,0.104185775,0.0016965765,-0.0006465845,150,0.0,10833,1624950,0.53390384,0.5795249,0.6864654,0.6886026,0.68653685,0.68371063,0.6881618,0.68795604,0.32863894,0.31693375,0.31910288,0.32389405,22.557234969548325,0.0,0.0
3214,482100,-0.27218604,0.056271218,0.020798607,0.0010636774,150,0.0,10857,1628550,0.95885706,0.6329384,0.6671935,0.68688977,0.686671,0.6892096,0.68799204,0.68795335,0.3089208,0.31989926,0.32013392,0.32374325,20.598865916700962,0.0,0.0
3222,483300,-1.5726181,-0.042677432,0.016458195,-0.00070462987,150,0.0,10880,1632000,2.2540934,0.72512347,0.67158216,0.68867385,0.6814753,0.682446,0.68804026,0.68796915,0.3528288,0.32634735,0.3200546,0.3237678,22.544526782002954,0.0,0.0
3230,484500,-1.3740077,-0.4461558,-0.030490221,-0.0012988739,150,0.0,10907,1636050,2.058519,1.1312487,0.7184249,0.68926674,0.6845112,0.68509305,0.68793464,0.6879679,0.35299334,0.33136353,0.32130367,0.3238346,22.51413123652775,0.0,0.0
3238,485700,-0.890654,-0.36067358,-0.07561662,-0.0021562718,150,0.0,10929,1639350,1.5774246,1.0477266,0.76340866,0.6901495,0.6867706,0.687053,0.68779206,0.68799317,0.46079627,0.34224218,0.32174337,0.3239776,20.66428004031394,0.0,0.0
3246,486900,0.3934146,-0.4578352,-0.11416277,-0.006399377,150,0.0,10953,1642950,0.2965025,1.1455289,0.80175,0.69440985,0.6899171,0.68769366,0.68758726,0.6880105,0.2965025,0.33853802,0.32208493,0.32392433,22.351076099134243,0.0,0.0
3254,488100,0.18715093,-0.27027225,-0.12581079,-0.007116923,150,0.0,10980,1647000,0.4994906,0.96002424,0.8135315,0.695176,0.6866415,0.6897519,0.6877208,0.6880591,0.3074275,0.35637695,0.32522273,0.32423395,22.38099207095829,0.0,0.0
3262,489300,0.35784456,-0.022573441,-0.12234745,-0.0074206446,150,0.0,11003,1650450,0.31880346,0.7154697,0.8104423,0.6955303,0.676648,0.6928963,0.68809503,0.6881097,0.31880346,0.31471395,0.32342732,0.32389268,20.11741760066837,0.0,0.0
3270,490500,-0.5249525,0.21557851,-0.105126545,-0.00423308,150,0.0,11030,1654500,1.2142848,0.46575862,0.792338,0.69229835,0.6893323,0.6813371,0.68721145,0.6880653,0.35248998,0.3012949,0.32231477,0.32360256,19.016172549510326,0.0,0.0
3278,491700,-0.5998026,-0.14986655,-0.113356754,-0.0062315837,150,0.0,11056,1658400,1.2789929,0.8336829,0.8002177,0.6942801,0.6791903,0.6838163,0.68686086,0.6880485,0.30085894,0.33250278,0.32507247,0.3235047,22.641740844093167,0.0,0.0
3286,492900,-0.73760176,0.010100177,-0.11758935,-0.0038394318,150,0.0,11081,1662150,1.4318123,0.6755127,0.80406547,0.6918761,0.6942105,0.68561286,0.6864761,0.6880367,0.6689187,0.33208597,0.3291888,0.32340625,22.386497369501445,0.0,0.0
3294,494100,0.24365878,-0.23350254,-0.13179332,-0.007279769,150,0.0,11107,1666050,0.4479689,0.9213394,0.8179629,0.6953069,0.6916277,0.6878369,0.68616945,0.6880271,0.31557965,0.345223,0.330971,0.32362482,20.85340354188496,0.0,0.0
3302,495300,0.23152593,-0.095195904,-0.16962183,-0.0072958814,150,0.0,11130,1669500,0.4615557,0.7854316,0.85637015,0.69532365,0.6930816,0.69023573,0.68674827,0.68802786,0.37890247,0.31857166,0.3315302,0.32354724,22.515953012314878,0.0,0.0
3310,496500,-1.2894843,-0.16434024,-0.1749638,-0.0077988235,150,0.0,11154,1673100,1.9713631,0.8495601,0.86157346,0.69582826,0.68187875,0.68521965,0.6866096,0.68802935,0.3128149,0.33381933,0.33327416,0.32364553,22.193960378450328,0.0,0.0
3318,497700,0.37159497,-0.33918455,-0.23284714,-0.011274101,150,0.0,11180,1677000,0.3122881,1.0269797,0.9197363,0.6993246,0.6838831,0.68779516,0.6868893,0.6880505,0.29508412,0.34493852,0.33540562,0.32383418,22.48785106036419,0.0,0.0
3326,498900,0.23842481,-0.028815791,-0.20046672,-0.009903946,150,0.0,11206,1680900,0.45738217,0.7207649,0.8881073,0.6980185,0.695807,0.69194907,0.6876404,0.6881146,0.31555715,0.33755827,0.33623052,0.32398468,22.640957816917776,0.0,0.0
3334,500100,0.29586524,-0.32444972,-0.19251147,-0.010990126,150,0.0,11231,1684650,0.37573743,1.0122458,0.88037187,0.69910264,0.67160267,0.687796,0.6878605,0.68811256,0.30762118,0.33059403,0.33619136,0.32409674,22.328783278823842,0.0,0.0
3342,501300,0.067082584,0.028739795,-0.13542698,-0.008597519,150,0.0,11256,1688400,0.61511207,0.65183944,0.82257026,0.6966659,0.68219465,0.68057925,0.6871434,0.68806845,0.37118754,0.31752306,0.33307937,0.32391444,22.25462682993986,0.0,0.0
3350,502500,-1.1600459,0.0019686818,-0.10992124,-0.008427082,150,0.0,11282,1692300,1.8371074,0.6818854,0.7967938,0.69649696,0.67706156,0.6838541,0.68687266,0.6880699,0.31225887,0.3308808,0.33267257,0.32415563,22.51821110200132,0.0,0.0
3358,503700,-0.17211235,0.062078774,-0.09126821,-0.0053130533,150,0.0,11303,1695450,0.85048693,0.6236937,0.77745134,0.6933746,0.6783746,0.6857725,0.6861831,0.68806154,0.31540892,0.32392043,0.3310383,0.32407543,24.88171167757537,0.0,0.0
3366,504900,0.29363078,0.07012849,-0.103096426,-0.0020172424,150,0.0,11329,1699350,0.3843354,0.61655116,0.7894766,0.69010645,0.6779662,0.6866797,0.6863801,0.6880892,0.31374037,0.31010675,0.33257157,0.323881,20.678867157620775,0.0,0.0
3374,506100,-1.0438391,0.12703088,-0.08533212,-0.0033091335,150,0.0,11354,1703100,1.7302753,0.56968635,0.7727674,0.6914699,0.6864362,0.69671726,0.6874354,0.68816084,0.32399112,0.30278528,0.3292652,0.32367322,17.766015575693245,0.0,0.0
3382,507300,0.22098935,-0.12311868,-0.098239444,-0.0070873415,150,0.0,11378,1706700,0.46482766,0.8191109,0.78639483,0.695286,0.685817,0.6959922,0.68815535,0.6881986,0.33774456,0.33486354,0.3304866,0.32393903,22.412607319610114,0.0,0.0
3390,508500,-0.33269554,0.222809,-0.05037924,-0.0066318284,150,0.0,11405,1710750,1.0154439,0.4698565,0.738881,0.6948701,0.6827484,0.69266546,0.68850183,0.68823826,0.32770833,0.31844798,0.32646668,0.3238477,22.816984310878915,0.0,0.0
3398,509700,0.34998795,-0.27201003,-0.08490783,-0.01227297,150,0.0,11431,1714650,0.36227158,0.9630376,0.7736605,0.70045656,0.71225953,0.6910276,0.68875265,0.68818355,0.33751065,0.3293975,0.3283694,0.32392707,22.654724496422624,0.0,0.0
3406,510900,-0.6151174,-0.21914832,-0.08890387,-0.011189406,150,0.0,11455,1718250,1.3018149,0.91623986,0.77839434,0.6994268,0.68669754,0.69709164,0.68949044,0.6882373,0.3177828,0.34170416,0.3294508,0.3239583,21.145530091376955,0.0,0.0
3414,512100,0.34130582,-0.21190198,-0.06918349,-0.014439277,150,0.0,11483,1722450,0.33576366,0.9029366,0.75859827,0.70266616,0.6770695,0.6910345,0.6894148,0.6882269,0.33576366,0.334666,0.32742512,0.3237293,21.01994083504291,0.0,0.0
3422,513300,0.14093184,-0.011811987,-0.05509886,-0.015399174,150,0.0,11509,1726350,0.5501079,0.697708,0.7442044,0.70361745,0.69103974,0.68589604,0.68910545,0.68821824,0.30885735,0.33886972,0.32686496,0.32396138,20.68015250597441,0.0,0.0
3430,514500,-1.2063816,-0.0031574636,-0.057690285,-0.015890671,150,0.0,11535,1730250,1.8957412,0.6952977,0.74697965,0.70417285,0.6893596,0.6921402,0.6892894,0.68828225,0.33972895,0.33453465,0.32674608,0.3240495,20.564785558271396,0.0,0.0
3438,515700,0.3562884,-0.35851246,-0.07611303,-0.021573285,150,0.0,11562,1734300,0.33794883,1.0422361,0.76535434,0.70979536,0.69423723,0.6837237,0.68924123,0.68822205,0.31912887,0.32900017,0.32561237,0.32395953,21.991147622959303,0.0,0.0
3446,516900,-0.02978307,-0.0021605105,-0.09397008,-0.023603618,150,0.0,11587,1738050,0.7199566,0.69128,0.78379166,0.71182334,0.6901735,0.68911946,0.6898217,0.6882198,0.32270926,0.33127153,0.32637635,0.32405177,22.630030424052293,0.0,0.0
3454,518100,0.016146183,-0.0034384727,-0.07917407,-0.024285391,150,0.0,11614,1742100,0.66750705,0.6872637,0.7689588,0.7124861,0.68365324,0.6838253,0.68978494,0.6882007,0.36436036,0.33489817,0.32750434,0.32407114,22.565539155348908,0.0,0.0
3462,519300,-0.58313346,-0.14910835,-0.09912963,-0.025915012,150,0.0,11639,1745850,1.2866044,0.83382213,0.78880525,0.71410394,0.70347095,0.68471384,0.6896757,0.68818897,0.31360292,0.3244292,0.32789734,0.32396862,20.70566205990575,0.0,0.0
3470,520500,0.37075245,0.007467836,-0.105083816,-0.027721621,150,0.0,11663,1749450,0.32192796,0.68004405,0.7946375,0.7159573,0.6926804,0.6875118,0.6895536,0.6882357,0.32192796,0.32634494,0.32987735,0.3240448,20.842032619740078,0.0,0.0
3478,521700,-0.048333287,-0.14414532,-0.10162116,-0.028499361,150,0.0,11687,1753050,0.7276389,0.82856905,0.7901034,0.7166958,0.6793056,0.6844238,0.6884821,0.6881964,0.30617204,0.3238752,0.3291532,0.32400754,20.571795611020935,0.0,0.0
3486,522900,0.17317605,-0.19192453,-0.13451889,-0.0318064,150,0.0,11711,1756650,0.5169397,0.8793356,0.8224048,0.7199226,0.69011575,0.687411,0.6878858,0.68811613,0.31664917,0.3225293,0.3288689,0.32404166,20.44564040912235,0.0,0.0
3494,524100,-0.6449479,-0.08201553,-0.13704833,-0.032591674,150,0.0,11737,1760550,1.3286967,0.7666759,0.8248438,0.72071177,0.68374884,0.6846603,0.68779546,0.6881201,0.31997138,0.3308484,0.3300051,0.3240864,20.998568956625327,0.0,0.0
3502,525300,-0.14942855,-0.056879498,-0.100474745,-0.03413159,150,0.0,11761,1764150,0.8323973,0.7444874,0.7877701,0.7222841,0.68296874,0.6876079,0.6872954,0.6881525,0.29332104,0.329445,0.32968143,0.3241601,20.616184934124743,0.0,0.0
3510,526500,-1.5250634,0.15766427,-0.085557096,-0.031243984,150,0.0,11785,1767750,2.2013047,0.5293193,0.7724814,0.71936893,0.6762413,0.6869836,0.68692446,0.688125,0.3489344,0.33639207,0.3292131,0.32440534,22.57337726456976,0.0,0.0
3518,527700,0.37079486,-0.026810741,-0.066165514,-0.029169723,150,0.0,11810,1771500,0.33095726,0.707823,0.75255984,0.717224,0.7017521,0.6810122,0.6863943,0.68805426,0.32821545,0.33934262,0.32946357,0.32447678,22.6206799151946,0.0,0.0
3526,528900,0.16941422,-0.14743209,-0.09780299,-0.03169269,150,0.0,11834,1775100,0.50565416,0.83443767,0.784207,0.71974367,0.6750684,0.6870056,0.686404,0.68805104,0.32740366,0.34211573,0.33059397,0.32458478,35.80087891587477,0.0,0.0
3534,530100,0.33028856,-0.03838805,-0.047875002,-0.028257381,150,0.0,11868,1780200,0.35633656,0.7255832,0.7341466,0.71627086,0.6866251,0.68719506,0.6862716,0.6880135,0.35633656,0.35948312,0.33329776,0.32498053,22.209008155314965,0.0,0.0
3542,531300,-0.2466346,0.025436377,-0.050042085,-0.030714715,150,0.0,11895,1784250,0.91947335,0.6681097,0.73685884,0.7187931,0.67283875,0.69354606,0.6868167,0.68807834,0.31490025,0.3547006,0.33534867,0.32523948,22.57163607171785,0.0,0.0
3550,532500,-0.2122665,0.16113256,-0.046450343,-0.030335754,150,0.0,11922,1788300,0.8939508,0.5233234,0.7330333,0.7183556,0.6816843,0.684456,0.6865829,0.6880198,0.3123835,0.3219393,0.3343263,0.32524657,22.51111841986623,0.0,0.0
3558,533700,-1.1188968,-0.118061826,-0.036275357,-0.033068594,150,0.0,11949,1792350,1.806099,0.7984759,0.72235155,0.7209905,0.6872022,0.68041414,0.6860762,0.6879219,0.32705748,0.32779443,0.3338111,0.32534614,20.769956571785336,0.0,0.0
3566,534900,0.37071618,-0.10424491,-0.047807287,-0.035800453,150,0.0,11977,1796550,0.31592795,0.79158777,0.7340522,0.7237346,0.68664414,0.6873429,0.6862449,0.68793416,0.23175688,0.3210656,0.3336983,0.3253853,22.66911152963796,0.0,0.0
3574,536100,-0.9457956,0.12065564,-0.032105997,-0.035500284,150,0.0,12004,1800600,1.6368256,0.56980187,0.7186194,0.72346485,0.69102997,0.6904576,0.6865134,0.6879646,0.3069524,0.308904,0.33212757,0.32533336,20.892898629596917,0.0,0.0
3582,537300,-0.12794423,-0.15004133,-0.031115232,-0.032953117,150,0.0,12032,1804800,0.7996436,0.8435872,0.71824855,0.7209462,0.67169935,0.6935459,0.6871333,0.68799305,0.30648705,0.3348959,0.33358824,0.3254283,22.550434525879666,0.0,0.0
3590,538500,-0.83195007,-0.10211952,-0.0432349,-0.030227482,150,0.0,12058,1808700,1.5288216,0.78667533,0.73018485,0.71822935,0.6968715,0.6845559,0.68694997,0.68800193,0.28846028,0.3203497,0.33344975,0.32550853,20.77986934303611,0.0,0.0
3598,539700,0.18898314,-0.5377668,-0.05981057,-0.037505224,150,0.0,12085,1812750,0.50443786,1.2239336,0.74649066,0.7254884,0.693421,0.68616664,0.68668014,0.6879833,0.3094484,0.32664722,0.3332755,0.325844,22.208260259827345,0.0,0.0
3606,540900,-0.25829178,-0.47033605,-0.09495515,-0.040579855,150,0.0,12111,1816650,0.94548374,1.1626514,0.78253466,0.7286726,0.68719196,0.6923153,0.6875795,0.68809277,0.30218524,0.3665439,0.33650333,0.32650015,22.547113816648306,0.0,0.0
3614,542100,-0.04114026,0.101581976,-0.081600524,-0.037388355,150,0.0,12138,1820700,0.7275805,0.58674324,0.7697199,0.7254116,0.6864402,0.6883253,0.6881194,0.6880233,0.31414443,0.35424265,0.33546162,0.32626694,24.908533791058638,0.0,0.0
3622,543300,-0.6628408,0.10416647,-0.07547179,-0.038684703,150,0.0,12165,1824750,1.3534836,0.58249235,0.7634531,0.72669625,0.6906428,0.6866588,0.6879814,0.6880116,0.33749568,0.3258012,0.33386335,0.32625917,20.83907724457212,0.0,0.0
3630,544500,0.26908103,-0.26626474,-0.09511055,-0.04284217,150,0.0,12191,1828650,0.41690132,0.9539324,0.78349876,0.7308556,0.68598235,0.6876678,0.6883883,0.6880134,0.3192813,0.3337257,0.33239102,0.32641968,20.611956105842044,0.0,0.0
3638,545700,-0.5018442,-0.09953894,-0.1061054,-0.046500873,150,0.0,12219,1832850,1.1794375,0.788451,0.79412603,0.7345243,0.6775933,0.6889121,0.6880205,0.68802345,0.31609997,0.34796324,0.33231744,0.32664767,22.47095274648645,0.0,0.0
3646,546900,-0.443011,-0.07027352,-0.11106975,-0.042342607,150,0.0,12247,1837050,1.1180894,0.7575268,0.79958725,0.73037195,0.67507845,0.6872533,0.68851763,0.6880293,0.3413443,0.33554763,0.33229375,0.3265094,22.560853140782108,0.0,0.0
3654,548100,0.23725799,0.026154017,-0.11065355,-0.04402664,150,0.0,12275,1841250,0.46198884,0.66066146,0.7990185,0.73206025,0.6992468,0.68681556,0.6883649,0.6880336,0.30666515,0.32437286,0.3312007,0.32645276,22.574486098985265,0.0,0.0
3662,549300,0.3524396,-0.23470807,-0.11778522,-0.047142148,150,0.0,12301,1845150,0.34297916,0.92900574,0.80715925,0.73523533,0.6954188,0.6942977,0.689374,0.68809325,0.3102667,0.3356239,0.33243605,0.3265397,22.57868753655627,0.0,0.0
3670,550500,-0.8852595,-0.2874151,-0.1504683,-0.050984886,150,0.0,12327,1849050,1.5614077,0.9746954,0.839658,0.7391252,0.6761482,0.68728036,0.68918985,0.68814033,0.309125,0.34187812,0.3358473,0.32674903,22.916210224216186,0.0,0.0
3678,551700,-1.0819386,-0.1260123,-0.15167297,-0.049873475,150,0.0,12350,1852500,1.7687007,0.81116664,0.83998626,0.73804104,0.6867621,0.6851543,0.68831325,0.68816763,0.31996062,0.3171681,0.3331878,0.32662913,20.91867593813428,0.0,0.0
3686,552900,0.35153744,-0.5610039,-0.19496435,-0.056848463,150,0.0,12375,1856250,0.3307422,1.2507751,0.8835874,0.74503535,0.68227965,0.6897712,0.68862313,0.6881869,0.3307422,0.3438266,0.33523777,0.32693207,22.619929248004965,0.0,0.0
3694,554100,-0.110800326,-0.40204734,-0.19521467,-0.058824897,150,0.0,12403,1860450,0.7844924,1.0877708,0.88378274,0.7469835,0.67369205,0.6857236,0.6885681,0.6881586,0.30965674,0.3357827,0.33621445,0.3271336,20.80639283743144,0.0,0.0
3702,555300,-0.26078594,-0.35101205,-0.17061812,-0.06293737,150,0.0,12428,1864200,0.9531771,1.038847,0.8590126,0.7510466,0.69239116,0.68783486,0.68839437,0.6881092,0.317289,0.3509056,0.33722278,0.32742187,22.593668586001733,0.0,0.0
3710,556500,0.056560755,-0.181935,-0.17784578,-0.06384309,150,0.0,12451,1867650,0.6216895,0.8785881,0.8665809,0.7520086,0.67825025,0.696653,0.68873507,0.68816555,0.35443518,0.34393173,0.3345291,0.3275068,22.670417674422996,0.0,0.0
3718,557700,-0.9805815,-0.24322161,-0.21386094,-0.06955565,150,0.0,12479,1871850,1.6676614,0.92786914,0.90223426,0.75764936,0.6870799,0.6846475,0.6883733,0.6880937,0.3295069,0.33181554,0.3355127,0.32766902,22.195849729853645,0.0,0.0
3726,558900,-1.184906,-0.36428523,-0.22492845,-0.07147029,150,0.0,12501,1875150,1.85905,1.0477598,0.91298884,0.7595735,0.67414397,0.6834744,0.6880604,0.68810326,0.3108581,0.33367604,0.33458015,0.32783344,22.351501715942277,0.0,0.0
3734,560100,0.033124983,-0.01206446,-0.21287754,-0.07305004,150,0.0,12530,1879500,0.64101154,0.6918415,0.900151,0.7611215,0.6741365,0.679777,0.6872735,0.68807155,0.30961257,0.32380468,0.3339458,0.32776594,22.04241317185204,0.0,0.0
3742,561300,-0.6564013,0.024000924,-0.2009967,-0.070859306,150,0.0,12552,1882800,1.3458998,0.6599772,0.88811374,0.7588648,0.68949854,0.68397814,0.68711716,0.6880055,0.34471965,0.3250139,0.33208388,0.32785475,22.23489486777646,0.0,0.0
3750,562500,-1.0058577,0.15296486,-0.1805525,-0.06963303,150,0.0,12580,1887000,1.6804014,0.52891386,0.8670301,0.75760156,0.67454374,0.6818787,0.6864776,0.6879685,0.3133583,0.32145244,0.33131137,0.32786888,22.38391042587684,0.0,0.0
3758,563700,0.17644286,0.04661628,-0.18446814,-0.07074605,150,0.0,12607,1891050,0.50958085,0.63701475,0.8700404,0.7586868,0.6860237,0.683631,0.6855724,0.6879408,0.4122655,0.32889408,0.33149517,0.3279327,22.289531184269514,0.0,0.0
3766,564900,-0.90886456,-0.21298194,-0.17891888,-0.07135449,150,0.0,12633,1894950,1.5974414,0.9007276,0.8645308,0.75930285,0.6885769,0.6877457,0.6856119,0.68794835,0.3009996,0.36604193,0.33326274,0.3282236,22.572564944430525,0.0,0.0
3774,566100,0.08567715,-0.2621836,-0.16465726,-0.07058435,150,0.0,12657,1898550,0.5997784,0.9505249,0.8506462,0.758516,0.68545556,0.6883412,0.6859889,0.68793166,0.3514247,0.33636254,0.33363843,0.3282589,24.829827763892123,0.0,0.0
3782,567300,0.38177505,-0.15723288,-0.15074614,-0.07189758,150,0.0,12683,1902450,0.32246444,0.8439557,0.8364719,0.75975174,0.7042395,0.6867229,0.6857258,0.6878541,0.32246444,0.33409306,0.33412442,0.32850957,20.775503814031406,0.0,0.0
3790,568500,0.3215107,-0.12878461,-0.13374491,-0.0741924,150,0.0,12708,1906200,0.3835204,0.8162077,0.8198088,0.7620668,0.7050311,0.6874231,0.6860638,0.6878744,0.30686104,0.31066674,0.33258316,0.32843944,22.50923380558154,0.0,0.0
3798,569700,0.16798276,0.22206876,-0.09898156,-0.07243246,150,0.0,12728,1909200,0.5052463,0.46601382,0.7851543,0.7603242,0.67322904,0.68808264,0.68617266,0.6878917,0.3230957,0.31143847,0.33058125,0.32836822,22.393189717647363,0.0,0.0
3806,570900,-0.99860066,-0.06528827,-0.080497816,-0.07585507,150,0.0,12756,1913400,1.685195,0.7516289,0.76623946,0.763718,0.6865943,0.68634063,0.68574166,0.68786293,0.3405413,0.3050132,0.3270811,0.32817018,22.535145885957647,0.0,0.0
3814,572100,-0.77479017,-0.71792156,-0.12558043,-0.07786578,150,0.0,12785,1917750,1.4573784,1.4046975,0.81100273,0.76570237,0.6825882,0.6867759,0.68542236,0.68783665,0.3159288,0.3322951,0.3269539,0.3281172,22.52503244429334,0.0,0.0
3822,573300,0.10330224,-0.30231535,-0.10603339,-0.0833936,150,0.0,12809,1921350,0.59802073,0.9904062,0.79140264,0.7712181,0.701323,0.6880909,0.6853692,0.68782455,0.37182295,0.31971586,0.32515734,0.3281043,20.52117059851327,0.0,0.0
3830,574500,-0.8292723,-0.674448,-0.14898297,-0.08489589,150,0.0,12834,1925100,1.5108664,1.3670089,0.83547366,0.77277905,0.68159413,0.69256085,0.68649065,0.6878832,0.3213817,0.34251034,0.32745838,0.32816795,20.69244104759114,0.0,0.0
3838,575700,-1.0241134,-0.5792223,-0.20037507,-0.091931045,150,0.0,12861,1929150,1.7075553,1.2671659,0.8868511,0.7797668,0.68344194,0.6879436,0.686476,0.68783575,0.33022234,0.3482962,0.32904056,0.32841522,20.70303680776585,0.0,0.0
3846,576900,-0.5775238,-0.18186004,-0.21299694,-0.09539648,150,0.0,12885,1932750,1.2650654,0.87038213,0.89988166,0.7832694,0.6875416,0.688522,0.6868845,0.68787295,0.3734547,0.33882385,0.3294894,0.3285209,22.62768963073431,0.0,0.0
